ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01000648G0230	2.88	2.81	17.84	13.58	25.49
PH01000648G0300	3.06	1.01	0.25	0.68	1.76
PH01000648G0310	0.4	0.31	0.7	0.16	2.94
PH01000648G0510	0.99	1.62	1.7	0.9	0.67
PH01000648G0520	4.82	2.46	5.6	2.63	13.24
PH01000648G0530	3.17	3.04	8.33	4.71	11.73
PH01000648G0540	0.59	0.98	0.62	0.3	0.62
PH01000648G0550	0.44	1.04	1.41	2	1.61
PH01000648G0600	0	0.08	0.77	0.09	13.6
PH01000648G0610	13.7	3.66	5.24	6.16	6.79
PH01000648G0840	0.19	0.32	0.48	1.49	5.82
PH01000649G0080	0.62	1.86	1.06	0.69	1.23
PH01000649G0100	0.21	0.2	0	0.94	1
PH01000649G0510	0.83	0.85	2	3.85	1.08
PH01000649G0580	16.73	12.04	10.31	18.21	7.59
PH01000649G0590	6.06	2.82	2.67	1.35	4.32
PH01000649G0680	3.26	6.77	4.32	5.68	12.07
PH01000649G0690	1.07	1.99	5.97	3.03	8.48
PH01000649G0720	1.21	1.87	2.13	0.34	0.75
PH01000650G0150	11.69	4.16	3.35	9.57	4.01
PH01000650G0190	5.96	14.04	11.88	29.05	25.61
PH01000650G0350	5.72	3.96	2.54	2.39	0.19
PH01000650G0430	3.42	3.03	3.63	5.58	3.26
PH01000650G0450	0.91	0.47	0.96	0.89	0.95
PH01000650G0460	10.58	4.62	5.77	4.53	2.87
PH01000650G0470	4.57	0.74	2.76	7.01	7.4
PH01000650G0550	3.94	2.31	3.24	2.38	4.37
PH01000650G0610	10.61	7.46	15.96	12.47	21.31
PH01000650G0620	28.05	17.94	48.86	20.69	60.91
PH01000650G0640	4.47	5.48	4.23	6.41	3.47
PH01000650G0660	5.91	3.89	3.85	6.8	5.1
PH01000651G0160	6.94	3.52	6.76	4	4.65
PH01000651G0650	2.58	1.65	3.78	1.85	3.45
PH01000651G0690	0.26	0.35	0.99	0.31	0.31
PH01000651G0760	0.62	0.44	0.85	0.47	0.42
PH01000652G0020	2.66	0.53	3.85	2.26	1.9
PH01000652G0130	0.43	1.2	9.74	1.81	37.18
PH01000652G0180	2.21	1.13	0.97	1.64	0.93
PH01000652G0230	18.02	25.64	61.44	33.52	99.78
PH01000652G0510	6.6	3.98	5.2	4.67	1.83
PH01000652G0570	5.18	2.16	5.17	5.22	6.47
PH01000652G0580	3.5	3.45	3.82	3.08	3.01
PH01000652G0600	3.63	2.13	4.8	3.54	5.23
PH01000652G0840	46.28	30.01	27.14	29.03	19.5
PH01000653G0020	6.75	15.2	12.83	12.69	4.11
PH01000653G0090	160.66	113.77	114.86	68.76	29.78
PH01000653G0110	0.65	0.34	0.73	0.63	0.37
PH01000653G0230	0.13	0.52	0.24	0.23	0.32
PH01000653G0240	1.23	2.82	0.5	1.23	1.54
PH01000653G0320	0.81	0.67	0.97	0.85	1.22
PH01000653G0330	2.85	1.72	1.6	0.83	0.79
PH01000653G0420	1.35	0.51	1.25	0.62	0.5
PH01000653G0430	0.14	0.13	0.53	0.7	1.4
PH01000653G0440	0.24	0.14	0.39	0.36	0.73
PH01000653G0470	370.36	290.06	104.57	65.68	1.92
PH01000653G0680	0.2	4.57	13.17	0.22	0.14
PH01000653G0700	16.78	3.08	11.23	6.6	2.18
PH01000653G0760	0.48	0.52	0.7	0.36	0.44
PH01000653G0790	23.24	7.79	2.7	5.81	3.42
PH01000653G0880	0.21	0.36	0.36	0.23	0.69
PH01000654G0030	5.08	2.73	7.74	1.15	5.83
PH01000654G0050	2.28	1.54	3.23	4.04	2.69
PH01000654G0080	0.55	3.91	3.76	5.22	7.59
PH01000654G0090	3.38	2.53	2.39	2.79	2.48
PH01000654G0100	8.29	8.37	10.55	17.02	13.85
PH01000654G0330	6.93	7.81	9.57	10.16	5.57
PH01000654G0340	9.38	7.59	12.37	6.57	8.28
PH01000654G0410	0.42	0.45	0.39	0.88	0.41
PH01000654G0460	1.86	0.52	0.54	0.42	0.67
PH01000654G0490	7.53	4.47	3.2	2.22	3.66
PH01000654G0610	14.21	7.95	15.56	10.49	65.15
PH01000654G0710	7.22	4.16	5.35	2.36	7.38
PH01000655G0140	37.54	43.05	54.41	35.53	35.49
PH01000655G0470	0.78	1.34	1.54	1.85	2.45
PH01000655G0500	27.72	45.16	10.3	49.29	34.89
PH01000655G0730	4.69	13.23	7.02	8.56	21.71
PH01000656G0090	2.05	1.81	2.1	1.67	0.6
PH01000656G0510	6.26	9.06	18.57	1.21	15.19
PH01000656G0560	71.6	35.06	146.69	0.93	6.51
PH01000656G0610	13.54	14.39	10.66	4.66	12.59
PH01000656G0620	7.67	3.82	3.42	4.32	12.1
PH01000656G0670	71.88	112.47	108.69	53.88	59.69
PH01000656G0690	15.52	45.31	36.82	50.72	36.42
PH01000656G0710	17.7	5.35	33.12	39.07	13.58
PH01000656G0720	5.28	3.77	2.07	4.45	3.03
PH01000656G0760	1.67	2.9	3.19	5.79	4.86
PH01000657G0060	3.22	3.72	5.45	4	4.54
PH01000657G0120	0.6	0.56	0.73	0.46	0.59
PH01000657G0130	0.57	0.11	0.25	0.18	0.17
PH01000657G0360	0.34	0.46	0.51	0.86	2.61
PH01000657G0370	1.27	1	1.17	2	1.9
PH01000657G0460	1.87	0.75	2.31	2.6	1.46
PH01000657G0610	0.94	0.68	0.77	1.34	2.88
PH01000658G0070	9.87	20.28	27.11	17.61	20.7
PH01000658G0080	6.4	5.21	7.43	17.61	11.43
PH01000658G0100	5.7	2.24	4.34	12	9.37
PH01000658G0120	10.57	5.58	6.91	9.56	7.66
PH01000658G0140	17.27	14.05	9.02	26.75	9.07
PH01000658G0290	11.79	15.87	24.27	14.69	13.74
PH01000658G0310	11.4	9.05	5.92	19.08	10.15
PH01000658G0350	8.38	6.19	7.16	6.34	14.74
PH01000658G0530	0.17	0.18	0.54	0.39	0.17
PH01000658G0590	0.62	0.53	3.46	1.45	4.41
PH01000658G0740	17.52	10.3	3.63	8.38	22.4
PH01000659G0050	3.59	7.32	77.59	23.95	30.63
PH01000659G0070	1.38	2	2.28	2.68	3.26
PH01000659G0110	11.09	5.5	12.06	5.46	10.46
PH01000659G0190	19.37	43.55	37.36	93.77	52.62
PH01000659G0450	2.06	2.41	2.18	3.22	2.67
PH01000659G0510	2.02	0.96	0.86	4.14	4.92
PH01000659G0570	2.52	3.4	7.37	4.24	4.03
PH01000659G0750	2.42	2.48	2.84	1.13	1.26
PH01000660G0090	17.61	13.34	26.67	6.19	20.51
PH01000660G0240	3.07	2.38	2.31	3.26	1.39
PH01000660G0570	1.38	1.6	2.29	2.22	3.98
PH01000660G0670	2.04	1.74	5.22	5.39	2.35
PH01000661G0030	3.87	7.14	19.85	3.75	2.62
PH01000661G0100	3.86	2.58	2.45	3.64	1.32
PH01000661G0110	52.18	16.51	38.75	54.89	33.27
PH01000661G0610	1.91	1.27	0.96	3.29	2.87
PH01000661G0740	1.03	0.32	1.75	1.37	1.1
PH01000661G0760	0.27	0.32	0.29	1.16	1.82
PH01000661G0770	6.12	3.07	2.29	2.4	0.72
PH01000661G0840	0	0.11	0.33	0.27	0.46
PH01000662G0340	10.19	3.82	3.13	4.97	7.39
PH01000662G0370	1.73	1.69	0.89	1.62	3.1
PH01000662G0380	7.04	6.3	4.8	6.95	2.96
PH01000662G0390	1.38	2.01	3.55	6.48	4.75
PH01000662G0460	2.65	3.61	6.99	1.68	6.45
PH01000662G0490	4.3	12.7	7.17	6.58	8.24
PH01000662G0550	3.76	2.36	0.91	0.69	0.16
PH01000662G0580	3.17	1.9	0.92	3.35	1.18
PH01000662G0600	17.1	23.65	25.89	21.19	24.65
PH01000662G0740	1.3	0.88	0.74	0.49	1.9
PH01000662G0760	4.88	2.98	4.06	2.44	6.7
PH01000663G0330	4.5	2.4	3.05	0.13	1.56
PH01000663G0370	0.35	1.57	1.04	1.01	2.17
PH01000663G0530	0.15	0.51	0.21	0.47	0.11
PH01000663G0690	0.58	0.46	0.45	0.39	0.21
PH01000664G0030	6.36	5.47	6	10.56	14.5
PH01000664G0050	7.23	1.72	2.89	1.64	2.43
PH01000664G0200	6.19	1.98	3.78	1.5	7.21
PH01000664G0210	13.43	12.76	3.86	8.51	3.36
PH01000664G0270	0.34	0.44	0.73	1.93	0.57
PH01000664G0290	2.33	1.23	2.53	1.47	1.79
PH01000664G0320	16.31	21.62	14.59	15.26	8.84
PH01000664G0370	12.63	3.11	15.32	16.61	8.2
PH01000664G0450	13.92	11.34	25.92	9.28	47.15
PH01000664G0490	0.07	0.06	0.46	0.88	0.88
PH01000664G0580	0.71	0.43	0.92	0.15	0.98
PH01000664G0640	0	0	0.74	0	3.06
PH01000664G0650	4.14	4.23	1.8	8.7	10.02
PH01000664G0660	2.93	1.46	1.61	1.92	2.62
PH01000664G0700	0.98	0.69	0.73	0.51	0.26
PH01000665G0180	4.61	8.49	6.01	1.95	2.92
PH01000665G0390	19.4	8.22	12.83	24.02	5.47
PH01000665G0440	1.78	0.64	1.9	1.58	1.96
PH01000665G0570	1.6	26.5	37.93	11.3	36.87
PH01000665G0590	1.39	1.81	0.64	1.08	1.18
PH01000665G0620	2.5	1.86	2	1.53	2.55
PH01000665G0670	0.38	1.27	0.51	0.71	3.16
PH01000665G0740	2.06	3.38	3.2	3.32	7.42
PH01000665G0750	1.52	2.11	1.86	2.51	3
PH01000665G0760	1.26	4.54	1.74	4.01	5.54
PH01000665G0870	1.36	1.74	4.44	1.02	1.82
PH01000666G0100	4.74	1.6	2.21	2.42	3.89
PH01000666G0220	24.07	33.09	40.21	78.73	84.13
PH01000666G0360	3.47	8.43	0.86	3.37	4.43
PH01000666G0480	6.32	4.64	6.37	3.94	7.64
PH01000666G0490	2.24	0.79	1.43	0.55	1.38
PH01000666G0640	2.74	3.08	3.26	2.79	2.4
PH01000666G0650	32.83	8.51	5.14	16.32	4.04
PH01000666G0660	13.64	6.94	9.87	10.01	9.35
PH01000666G0690	2.49	2.18	3.46	2.91	4.96
PH01000666G0700	3.36	4	6.87	4.7	3.23
PH01000666G0820	61.72	54.86	77.79	50.33	26.84
PH01000666G0830	1.26	0.59	1.08	0.87	1.91
PH01000666G0870	1.71	2.33	1.23	2.42	2.18
PH01000666G0890	3.46	4.95	12.26	8.11	25.64
PH01000666G0900	49.27	45.54	43.87	43.68	109.29
PH01000666G0920	1.6	2.13	2.2	1.34	1.61
PH01000667G0020	1.14	2.58	2.85	1.64	4.56
PH01000667G0040	10.41	13.12	8.36	13.55	8.15
PH01000667G0080	6.19	5.65	2.16	8.21	3.18
PH01000667G0100	1.06	0.49	0.29	0.56	0.3
PH01000667G0240	28.51	16.48	24.67	8.78	22.93
PH01000667G0350	2.52	0.66	1.28	2.55	0.46
PH01000667G0420	13.4	9.83	11.13	8.74	30.71
PH01000667G0480	2.09	2.41	1.72	3.57	2.81
PH01000667G0600	3.81	2.26	5.61	3.35	3.36
PH01000668G0080	96.76	31.16	88.72	74.79	106.11
PH01000668G0090	1.72	0.96	2.23	0.94	2.69
PH01000668G0100	5.81	5.32	3.8	6.57	1.47
PH01000668G0120	0.3	0.31	0.36	0.28	0.24
PH01000668G0250	3.08	3.01	2.38	3.47	2.44
PH01000668G0290	0.46	0.33	0.23	0.22	0.35
PH01000668G0350	0.22	0.27	0.39	0	1.02
PH01000668G0390	5.31	4.55	3.39	2.61	7.54
PH01000668G0460	3.99	3.47	4.02	5.29	6.77
PH01000668G0540	1.9	0.69	0.81	0.98	1.38
PH01000668G0570	0.55	1.45	1.42	1.06	1.34
PH01000668G0620	1.22	0.71	1.35	1.71	1.96
PH01000668G0720	0.25	0.59	1.22	0.36	1.58
PH01000668G0830	9.87	7.37	9.56	8.39	6.62
PH01000668G0880	0.83	1.95	1.72	2.24	8.47
PH01000669G0010	5.61	3.81	6.32	9.57	8.36
PH01000669G0030	0.53	0.32	0.43	0	0
PH01000669G0040	5.12	2.54	1.62	9.25	3.34
PH01000669G0160	17.84	31.75	28.85	19.65	22.02
PH01000669G0180	1.31	0.84	0.38	0.18	0.21
PH01000669G0280	6.2	9.75	9.44	7.85	3.9
PH01000669G0350	2.3	1.29	2.47	4.32	7.01
PH01000669G0370	7.34	5.34	7.94	9.97	26.95
PH01000669G0390	1.41	1.73	0.83	0.71	1.73
PH01000669G0540	0.27	1.52	1.49	4.7	1.83
PH01000669G0720	5.68	3.69	2.88	2.14	1.94
PH01000670G0130	1.01	0.46	1.06	0.96	1.25
PH01000670G0190	25.63	7.81	54.32	65.72	96.79
PH01000670G0270	1.1	0.24	0.66	2.34	2.49
PH01000670G0310	25.5	17.19	5.98	16.1	15.24
PH01000670G0490	0.35	1.47	0.9	1.71	0.92
PH01000670G0530	3.07	1.13	4.23	6.76	5.17
PH01000670G0570	2.72	2.49	1.96	1.47	0.15
PH01000670G0660	0.52	0.7	0.59	0.4	0.34
PH01000672G0020	8.04	4.88	7.37	11.72	12.2
PH01000672G0430	2.41	0.53	1.93	1.44	2.35
PH01000672G0510	1.61	0.58	3.75	2.22	6.06
PH01000672G0550	0.81	1.98	1.84	3.13	5.13
PH01000672G0740	2.57	1.5	3.08	6.6	3.61
PH01000672G0760	13.02	7.2	7.71	9.56	10.43
PH01000673G0030	2.49	3.88	2.43	4.14	1.28
PH01000673G0050	2.12	1.83	2.29	1.3	1.76
PH01000673G0090	3.93	2.37	16.27	6.76	18.16
PH01000673G0150	32.76	8.83	5.73	8.04	1.07
PH01000673G0170	0.07	0.11	0.13	0.07	0
PH01000673G0190	8.56	7.52	5.53	5.7	6.91
PH01000673G0230	11.43	11.02	8.37	6.28	5.59
PH01000673G0270	3.43	2.96	3.5	1.41	2.51
PH01000673G0310	2.17	1.74	2.44	2.66	2.39
PH01000673G0360	3.17	3.08	1.97	3.56	11.53
PH01000673G0400	8.37	2.82	5.7	8.67	4.29
PH01000673G0410	1.35	0.44	0.64	0.37	0.27
PH01000673G0600	1.09	0.97	0.81	0.26	0.16
PH01000673G0630	9.26	10.63	12.08	3.11	5.88
PH01000673G0640	4.9	2.8	7.28	1.51	5.75
PH01000673G0710	7.75	4.16	23.52	18.21	55.73
PH01000674G0170	4.66	2.18	4.03	4.65	1.79
PH01000674G0260	7.11	7.33	11.02	5.78	15.15
PH01000674G0270	2.78	2.83	3.68	3.99	1.35
PH01000674G0410	5.59	1.96	1.8	4.53	1.99
PH01000674G0490	2.21	1.6	1.29	2.38	0.67
PH01000674G0520	0.17	0.3	0.8	0.78	0.54
PH01000674G0550	2.94	4.08	3.67	1.54	0.97
PH01000674G0560	13.87	9.68	6.26	12.45	9.1
PH01000674G0630	3.19	2.95	5.65	2.19	7.85
PH01000674G0650	0.21	0.52	0.27	1.24	0.82
PH01000674G0660	5.49	3.19	6.13	5.06	3.88
PH01000674G0700	15.88	8.02	8.86	5.39	20.12
PH01000674G0710	0.79	0.44	0.99	1.31	1.27
PH01000674G0720	2.38	1.05	2.73	1.53	1.35
PH01000674G0730	26.18	18.36	7.57	12.05	0.72
PH01000674G0750	2.54	2.5	3.86	4.19	1.38
PH01000675G0030	7.29	2	2.3	5.91	1.72
PH01000675G0100	3.07	3.41	4.5	7.68	5.67
PH01000675G0120	4.21	2.4	14.06	16.71	18.59
PH01000675G0350	10.77	8.7	7.66	14.93	16.88
PH01000675G0400	26.31	25.72	21.26	85.75	78.65
PH01000675G0560	0.14	0.31	1.17	0.51	0.36
PH01000676G0170	4.51	4.08	5.82	4.84	7.12
PH01000676G0500	49.89	16.71	0.87	27.33	1.13
PH01000677G0200	2.66	2.15	1.72	1.38	3.47
PH01000677G0430	5.22	4.53	1.26	2	0
PH01000677G0440	4.27	2.78	14.05	1.08	4.94
PH01000677G0470	0.86	2.91	10.1	3.09	1.34
PH01000677G0490	3.13	4.41	15.04	3.64	5.94
PH01000677G0610	3.08	4.04	7.7	0.45	0.13
PH01000678G0050	1.92	1.71	1.14	2.9	2.98
PH01000678G0280	0.76	1.22	0.37	1.49	0.65
PH01000678G0300	5.89	6.11	4.26	3.3	3.31
PH01000678G0310	15.75	13.37	30.49	13.89	6.97
PH01000678G0460	2.23	1.33	5.32	4.19	6.49
PH01000678G0560	2.4	0.88	1.92	1.78	5.19
PH01000678G0660	3.01	7.11	10.96	2.29	19.42
PH01000678G0680	0.76	0.23	0.45	0.73	1.08
PH01000679G0010	0.48	2.47	11.09	0.87	1.89
PH01000679G0050	4.11	2.38	3.98	2.28	3.79
PH01000679G0060	60.78	117.46	40.15	52.89	80.87
PH01000679G0070	1.23	1.57	4.61	2.24	1.87
PH01000679G0100	3.93	3.04	7.01	12.11	3.73
PH01000679G0160	0.66	0.86	1.39	1.9	2.22
PH01000679G0170	4.6	3.77	8.43	2.46	8.67
PH01000679G0190	1.34	0.44	0.51	1.9	2.54
PH01000679G0200	2.02	1.79	1.77	2.52	3.29
PH01000679G0210	8.96	7.88	17.32	4.48	5.89
PH01000679G0310	60.72	10.15	1.9	7.66	1.83
PH01000679G0330	73.24	18.37	5.7	8.21	3.9
PH01000679G0340	2.9	5.52	5.77	16.25	16
PH01000679G0610	0.12	0.11	0.07	0.07	0.07
PH01000679G0760	1.42	1.3	0.97	3.05	0.33
PH01000680G0150	0.37	0.44	0.68	0.34	0.35
PH01000680G0160	1.5	1.26	2.61	0.75	0.7
PH01000680G0220	10.98	8.3	5.47	17.27	9.01
PH01000680G0290	13.3	5.8	10.82	19.05	16.24
PH01000680G0310	0.42	0.63	0.79	3.24	1.49
PH01000680G0350	1.43	0.24	0.95	0.37	0.82
PH01000680G0400	3.81	3.27	14.99	5.88	12.58
PH01000680G0450	1.48	1.07	0.26	0.26	0.17
PH01000680G0460	1.4	0.71	0.85	0.57	0.76
PH01000680G0470	1.49	0.83	2.61	2.36	2.88
PH01000680G0480	1.03	0.44	0.56	0.86	0.12
PH01000680G0550	4.17	1.95	1.24	1.51	3.15
PH01000680G0660	13.66	8.58	2.65	2.43	1.21
PH01000680G0680	46.17	163.33	277.72	140.34	444.78
PH01000680G0690	4.76	6.2	5.76	12.08	20.8
PH01000680G0700	0.67	2.54	1.53	1.44	1.71
PH01000680G0730	3.2	3.23	3.26	3.04	5.74
PH01000681G0020	0.49	0.67	0.95	0.19	0.42
PH01000681G0040	85.72	90.45	116.46	33.98	114.8
PH01000681G0050	0.62	1.48	0.89	0.36	1.11
PH01000681G0070	0.19	0.35	0.46	0.17	0.54
PH01000681G0300	2.69	6.26	25.99	6	9.55
PH01000681G0330	0.93	1.27	2.54	2.98	0.59
PH01000682G0190	0.96	1.88	0.76	1.56	0.84
PH01000682G0260	1.43	0.67	0.93	1.03	0.99
PH01000682G0390	8.08	3.99	1.17	4.27	2.29
PH01000682G0530	96.83	74.14	69.41	23.84	59.85
PH01000682G0540	3.28	0.21	1.36	1.78	1.81
PH01000682G0550	44.91	32.07	59.98	38.49	21.78
PH01000683G0020	0.1	0.13	0.83	0.34	1.71
PH01000683G0300	1.57	0.91	2.6	0.85	4.59
PH01000683G0330	1.98	1.89	2.92	4.7	4.38
PH01000683G0620	1.71	0.69	1.43	1.76	2.55
PH01000683G0630	1.32	1.32	0.57	8.78	3.54
PH01000683G0690	5.59	7.61	9.46	10.75	9.88
PH01000683G0710	0.44	0.12	0.09	0.35	0.25
PH01000684G0090	7.5	4.69	8.16	12.17	4.26
PH01000684G0180	6.08	2.02	4.84	6.93	9.6
PH01000684G0260	6	2.8	4.06	13.67	6.51
PH01000684G0410	0.18	0.58	0.19	0.32	0.33
PH01000684G0500	0	0.2	0.51	0.78	1.22
PH01000685G0040	0.95	2.36	4.11	0.54	1
PH01000685G0110	72.01	47.51	79.78	61.6	40.79
PH01000685G0120	1.13	1.64	5.35	4.36	7.58
PH01000685G0130	5.09	8.35	8.71	8.55	9.63
PH01000685G0210	5.2	0.41	1.15	2.26	6.08
PH01000685G0220	0.48	1.23	1.18	1.86	7.97
PH01000685G0280	2.85	2.06	5.98	5.85	2.82
PH01000685G0290	1.06	0.83	0.91	1.15	1.33
PH01000685G0570	31.37	19.1	42.93	34.78	69.77
PH01000685G0620	2.6	2.72	10.11	4.79	10.02
PH01000685G0640	4.61	0.89	4.08	3.59	7.75
PH01000685G0680	2.73	3.69	8.07	3.49	4.13
PH01000685G0710	3.7	2.24	2.25	4.15	1.79
PH01000685G0720	19.02	29.41	44.57	34.95	31.01
PH01000685G0780	5.04	3.43	4.85	1.92	3.87
PH01000685G0790	8.33	3.47	6.78	3.46	10.98
PH01000686G0040	0.92	0.89	0	2.66	0.79
PH01000686G0320	4.83	2.42	3.72	3.85	3.28
PH01000686G0330	4.88	2.42	5.99	5.52	5.69
PH01000686G0340	1.49	1.21	1.15	4.61	2.21
PH01000687G0020	9.26	6.93	43.78	9.21	36.44
PH01000687G0180	0.57	0.16	0.86	0.77	0.26
PH01000687G0210	2.35	4.11	3.68	2.4	1.26
PH01000687G0230	1.48	1.93	2.41	0.71	1.41
PH01000687G0320	44.76	52.43	152.48	33.65	55.08
PH01000687G0520	1.74	0.92	0.88	0.62	1.63
PH01000687G0720	5.36	2.61	5.94	2.52	0.87
PH01000687G0760	2.41	3.18	1.26	4.57	1.74
PH01000687G0860	0.66	0.69	1.01	0	0.94
PH01000687G0880	11.5	3.26	0.48	3.52	3.55
PH01000687G0900	5.05	1.66	8.78	6.04	4.08
PH01000687G0920	1.8	6.14	2.65	3.84	3.26
PH01000688G0030	633.56	362.49	370.24	600.45	67.98
PH01000688G0120	2.94	1.93	1.33	2.97	1.47
PH01000688G0200	4.83	2.15	4.37	4.13	3.27
PH01000688G0230	0.17	0.1	0	0.66	0.47
PH01000688G0270	9.6	11.09	8.67	4.92	12.39
PH01000688G0550	0	0	1.96	0.75	12.23
PH01000689G0180	1.44	2.31	1.6	1.87	4.35
PH01000689G0520	13.52	13.53	8.88	3.3	10.94
PH01000689G0700	31.02	8.86	18.61	12.12	29.28
PH01000690G0020	0.95	1.21	2.5	1.99	2.4
PH01000690G0310	0	0	0.17	0.06	2.07
PH01000690G0320	3.19	6.14	6.21	6.42	7.39
PH01000690G0340	6.04	1.89	3.5	5.73	0.46
PH01000690G0410	24.58	15.09	38.84	26.86	31.93
PH01000690G0430	23.56	11.92	10.4	12.84	0.82
PH01000690G0520	5.81	5.91	2.94	5.75	3.22
PH01000690G0570	2.17	1.35	2.61	2.91	1.31
PH01000690G0610	39.78	26.42	46.6	43.1	12.93
PH01000690G0740	9.62	10.81	10.95	17.44	14.54
PH01000690G0750	2.21	0.42	0.42	0.94	0.32
PH01000691G0410	9.77	4.47	1.75	4.96	5.84
PH01000691G0480	4.38	3.27	6.63	0.69	1.06
PH01000691G0590	60.52	42.32	32.4	61.8	13.11
PH01000691G0610	22.4	35.23	6.96	13.73	17.93
PH01000691G0630	3.71	3.48	1.99	1.1	1.25
PH01000691G0680	6.86	3.17	5.14	8.42	2.78
PH01000691G0810	7.29	6.52	2.24	3.21	4.19
PH01000692G0270	5.27	3.66	3.73	1.95	1.71
PH01000692G0440	1.15	1.58	3.43	2.98	4.12
PH01000692G0510	4.85	2.44	3.84	1.91	4.68
PH01000692G0520	1.09	0.47	2.44	2.17	1.95
PH01000692G0590	3.23	1.89	4.65	2.98	2.99
PH01000692G0600	2.58	2.84	3.58	3.36	4.56
PH01000692G0690	14.25	3.65	2.06	1.21	0.18
PH01000692G0710	2.38	3.18	3.77	3.62	6.13
PH01000693G0160	1.28	0.69	0.55	0.23	0.36
PH01000693G0210	0.91	0.38	2.53	1.14	0.65
PH01000693G0340	0.73	0.35	0.57	1.28	21.53
PH01000693G0350	22.41	15.94	12.84	19.27	38.74
PH01000693G0360	1.86	3.34	5.54	3.61	3.24
PH01000693G0390	0.18	0.28	0.22	0.57	15.39
PH01000693G0430	31.34	26.71	26.86	24.98	50.65
PH01000693G0460	46.14	27.18	81.02	28.59	89.47
PH01000693G0620	1.84	0.99	1.21	1.28	1.52
PH01000693G0660	11.28	3.03	15.78	15.17	24.78
PH01000693G0710	117.2	97.29	127.03	50.4	53.15
PH01000694G0140	2.43	6.07	11.41	3.33	5.65
PH01000695G0190	0	0	1.8	0	1.09
PH01000695G0240	1	1.02	1.68	3.16	0.89
PH01000695G0480	7.16	2.77	6.23	4.26	7.68
PH01000695G0540	4.47	2.8	5.6	2.44	8.51
PH01000695G0550	1.14	1.35	1.12	0.61	2.77
PH01000695G0600	2.41	2.23	1.31	1.76	2.56
PH01000696G0040	5.5	5.14	4.54	4.02	6.07
PH01000696G0060	3.2	2.63	3.51	2.27	6.39
PH01000696G0080	3.45	0.96	2.57	1.74	4.02
PH01000696G0210	27.79	6.02	5.92	5.43	1.77
PH01000696G0240	1.31	0.44	0.7	0.99	1.34
PH01000696G0310	19.6	17.17	38.24	114.7	119.03
PH01000696G0320	15.67	2.64	0.63	14	4.59
PH01000696G0370	5.62	5.09	5.47	8.1	9.15
PH01000696G0390	2.82	0.87	1.48	2.36	3.12
PH01000696G0600	8.85	5.81	3.36	4.76	2.33
PH01000696G0700	8.08	3.86	8.38	7.52	1.06
PH01000697G0030	3.14	1.73	1.91	1.9	3.75
PH01000697G0130	7.07	3.16	4.54	4.19	5.94
PH01000697G0140	4.21	1.8	0.3	0.51	1.03
PH01000697G0200	32.31	20.63	18.92	41.36	54.46
PH01000697G0240	0.21	0.2	0.65	0.88	0.89
PH01000697G0310	16.76	17.64	35.69	16.84	15.42
PH01000697G0320	1.21	0.89	2.56	1.52	3.43
PH01000697G0480	1.67	2.58	2.1	7	4.25
PH01000697G0530	4.02	3.84	2.79	3.99	3.43
PH01000697G0550	4.5	1.08	2.16	1.26	1.8
PH01000697G0780	1.17	0.44	0.78	1.02	1.1
PH01000697G0800	0.94	1.1	0.76	1.11	1.72
PH01000698G0230	1.85	1.88	1.47	0.82	2.23
PH01000698G0290	24.66	5.21	2.77	4.44	4.05
PH01000698G0330	4.9	2.97	2.32	1.28	0.84
PH01000698G0440	1.32	0.25	1.19	0.83	1.46
PH01000698G0550	0.34	0.66	2.35	0.9	3.01
PH01000698G0590	0.31	0.38	0.9	1.37	1.24
PH01000698G0700	1.33	2.15	4.16	2.7	2.43
PH01000698G0710	0.88	1.51	1.35	1.01	1.97
PH01000698G0720	12.31	8.45	13.48	8.84	18.95
PH01000699G0170	2.61	1.06	2.38	2.12	3.56
PH01000699G0200	0.86	1.65	1.11	0.78	0.8
PH01000699G0390	3.12	1.44	13.99	2.79	1.91
PH01000699G0610	33.06	24.8	18.77	23.63	15.87
PH01000699G0780	0.03	0	0	0.16	0.54
PH01000700G0120	4.43	4.49	6.65	5.12	3.58
PH01000700G0160	1.59	2.92	1.92	0	0
PH01000700G0210	1.35	2.4	0	3.07	0.13
PH01000700G0350	1.34	1.33	5.27	3.25	3.95
PH01000700G0430	2.58	1.17	1.43	1.4	0.45
PH01000700G0540	1.69	3.5	0.88	2.78	3.35
PH01000700G0550	4.78	3.04	3.89	4.04	7.84
PH01000700G0580	1.26	2.87	7.06	5.94	4.92
PH01000700G0690	0.5	0.51	0.36	0.58	0
PH01000701G0030	0.64	0.65	0.8	0.73	0.29
PH01000701G0140	0.17	0.22	1.88	0.1	1.3
PH01000701G0150	3	2.31	3.26	1.62	1.9
PH01000701G0200	20.29	13.33	30.6	35.86	37.65
PH01000701G0290	0.35	0.17	0.19	1.59	1.09
PH01000701G0320	2.71	0.89	3.26	5.94	4.15
PH01000701G0330	1.04	2.44	2.99	1.63	2.59
PH01000701G0440	1.29	0.34	0.24	0.35	0
PH01000701G0500	5.44	3.34	6.59	3.84	10.63
PH01000701G0520	3.6	3.2	2.35	2.32	1.79
PH01000701G0610	386.26	187.09	70.54	113.64	59.54
PH01000701G0640	6.35	0.96	8.41	7.71	25.84
PH01000701G0650	19.31	8.88	7.49	7.43	1.89
PH01000701G0750	7.17	9.54	10.7	4.13	3.48
